user_id,timestamp,title,url
guest,2025-04-14T15:38:13.556171,points cto takes us inside his plans for tech expansion from ai to india,https://www.businessinsider.com/point72-cto-ilya-gaysinskiy-tech-talent-ai-plans-hedge-fund-2025-3
guest,2025-04-14T15:38:27.458684,what is the meta ai button in whatsapp and how do i remove it,https://www.wired.com/story/what-is-the-meta-ai-button-in-whatsapp-and-how-do-i-remove-it/
guest,2025-04-14T15:38:35.337527,sam altmans aigenerated cricket jersey image gets indians talking,https://www.bbc.com/news/articles/c2lz9r7n15do
guest,2025-04-14T15:51:09.878400,points cto takes us inside his plans for tech expansion from ai to india,https://www.businessinsider.com/point72-cto-ilya-gaysinskiy-tech-talent-ai-plans-hedge-fund-2025-3
guest,2025-04-14T15:56:57.899036,knight sacked as england captain after ashes thrashing,https://www.bbc.com/sport/cricket/articles/c0qwlpyl2d2o
guest,2025-04-14T16:01:47.113004,what is the meta ai button in whatsapp and how do i remove it,https://www.wired.com/story/what-is-the-meta-ai-button-in-whatsapp-and-how-do-i-remove-it/
guest,2025-04-14T16:11:01.504809,what is the meta ai button in whatsapp and how do i remove it,https://www.wired.com/story/what-is-the-meta-ai-button-in-whatsapp-and-how-do-i-remove-it/
guest,2025-04-14T16:11:06.648091,sam altmans aigenerated cricket jersey image gets indians talking,https://www.bbc.com/news/articles/c2lz9r7n15do
guest,2025-04-14T16:11:11.046570,knight sacked as england captain after ashes thrashing,https://www.bbc.com/sport/cricket/articles/c0qwlpyl2d2o
guest,2025-04-14T16:11:18.825507,sam altmans aigenerated cricket jersey image gets indians talking,https://www.bbc.com/news/articles/c2lz9r7n15do
vinutna,2025-04-14T16:23:55.540850,sam altmans aigenerated cricket jersey image gets indians talking,https://www.bbc.com/news/articles/c2lz9r7n15do
vinutna,2025-04-14T16:24:08.271330,us student develops antisnakebite armor shocks industry with orders,https://interestingengineering.com/innovation/us-student-anti-snakebite-armor
vinutna,2025-04-14T16:24:24.962706,knight sacked as england captain after ashes thrashing,https://www.bbc.com/sport/cricket/articles/c0qwlpyl2d2o
guest,2025-04-16T11:10:53.082488,GEE Group (NYSE:JOB) Coverage Initiated by Analysts at StockNews.com,https://www.etfdailynews.com/2025/04/15/gee-group-nysejob-coverage-initiated-by-analysts-at-stocknews-com/
guest,2025-04-16T11:11:18.923346,Stock market update: Fertilisers stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/120300199.cms
guest,2025-04-16T11:11:24.284722,New research highlights wealth divide between North and South,https://www.irishtimes.com/business/2025/04/15/new-research-highlights-wealth-divide-between-north-and-south/
guest,2025-04-16T11:13:45.540980,Stock market update: Fertilisers stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-up-as-market-rises/articleshow/120300199.cms
guest,2025-04-16T11:15:38.988237,ibm us cuts may run deeper than feared and the jobs are heading to india,https://slashdot.org/story/25/03/28/0623217/ibm-us-cuts-may-run-deeper-than-feared---and-the-jobs-are-heading-to-india
guest,2025-04-16T11:15:43.450716,apple stock falls as trump tariffs target supply chain,https://www.macrumors.com/2025/04/02/apple-stock-trump-tariffs/
sahithi,2025-04-16T11:45:21.428813,Allu Arjun Has A Birthday Present For You!,https://www.rediff.com/movies/report/allu-arjun-has-a-birthday-present-for-you/20250408.htm
sahithi,2025-04-16T11:45:23.755259,"Allu Arjun birthday: From Ala Vaikunthapurramuloo to Vedam, 7 must-watch movies of the Pushpa star",https://economictimes.indiatimes.com/news/entertainment/allu-arjun-birthday-from-ala-vaikunthapurramuloo-to-vedam-7-must-watch-movies-of-the-pushpa-star/articleshow/120091197.cms
sahithi,2025-04-16T11:45:25.322899,"‘Trust me, one last time’: Tom Cruise promises as he embarks on new journey in ‘M:I – The Final Reckoning’ trailer",https://thehillstimes.in/entertainment/trust-me-one-last-time-tom-cruise-promises-as-he-embarks-on-new-journey-in-mi-the-final-reckoning-trailer
sahithi,2025-04-16T11:45:27.339195,"New Releases on Netflix This Week & Top 10 Movies & Series: April 11th, 2025",https://www.whats-on-netflix.com/whats-new/new-releases-on-netflix-this-week-top-10-movies-series-april-11th-2025/
sahithi,2025-04-16T11:45:30.531810,Baahubali effect: Telugu films eye grand visual effects for pan-India impact,https://www.livemint.com/industry/media/telugu-cinema-in-a-pickle-as-stars-aim-to-go-pan-india-with-long-absence-from-screens-11743662745010.html
vinutna,2025-04-16T12:19:49.476717,"""The truly terrifying voice of a psychotic Republic"": How Jimi Hendrix's iconic Woodstock performance was an expression of national nervous breakdown",https://www.loudersound.com/features/jimi-hendrix-woodstock
vinutna,2025-04-16T12:20:00.413090,"In Gloom Premiere New Single & Music Video ""Bubbles""",http://www.metalunderground.com/news/details.cfm?newsid=159411
vinutna,2025-04-16T12:20:05.645678,PENTAGON’s Jinho Parts Ways With CUBE Entertainment After 9 Years,http://www.soompi.com/article/1737151wpp/pentagons-jinho-parts-ways-with-cube-entertainment-after-9-years
vinutna,2025-04-16T12:20:08.981003,"Visible is giving away event tickets, but only to the quickest fingers",https://www.phonearena.com/news/visible-is-giving-away-event-tickets-but-only-to-the-quickest-fingers_id169471
vinutna,2025-04-16T12:20:17.281560,Madhyapur Thimi comes alive with colorful Sindur Jatra,https://english.khabarhub.com/2025/15/458272/
vinutna,2025-04-16T12:20:20.630814,"Pray For Pain Premiere New Music Video For ""New Era Of Suffering""",http://www.metalunderground.com/news/details.cfm?newsid=159410
vinutna,2025-04-16T12:20:23.662628,SUMAC & Moor Mother – The Film (2025),https://exystence.net/blog/2025/04/15/sumac-moor-mother-the-film-2025/
vinutna,2025-04-16T12:20:27.360677,"Lil Nas X Posts From Hospital Bed, ‘Lost Control’ of Half His Face",https://www.usmagazine.com/celebrity-news/news/lil-nas-x-health-scare-hospitalized-after-losing-face-muscle-control/#article
vinutna,2025-04-16T12:20:31.855375,"Blind, sighted athletes run side by side in Jersualem Marathon",https://www.jpost.com/israel-news/sports/article-850159
vinutna,2025-04-16T12:20:34.969521,Les Mills XR Bodycombat Is Now Available On Steam,https://www.uploadvr.com/les-mills-xr-bodycombat-steam-pc-vr-release/
vinutna,2025-04-17T10:21:09.223098,The TLC Musical ‘CrazySexyCool’ Has An Official Premiere Date And Theater Home,https://uproxx.com/music/tlc-crazysexycool-musical-premiere-date-dc/
vinutna,2025-04-17T10:21:15.697098,"Middle East's First ""Party Plane"" Set for Takeoff",https://biztoc.com/x/bc0a2ec9ac3cd86a
